tag_id,name,slug,language,games_count
570,Old School,old-school,eng,5139
299,Match 3,match-3,eng,1332
575,Logic,logic,eng,6327
4880,tabletop,tabletop,eng,2948
2483,nostalgia,nostalgia,eng,309
49950,Card Battler,card-battler,eng,1772
40938,VR Support,vr-support-2,eng,19
885,vive,vive,eng,376
9449,interactive-movie,interactive-movie,eng,6
28220,japanese-style,japanese-style,eng,6
1863,challenge,challenge,eng,12776
4881,bugs,bugs,eng,3842
714,1-bit,1-bit,eng,1907
1503,mac-plus,mac-plus,eng,2
1502,dinn,dinn,eng,1
1504,obra,obra,eng,1
42713,Asymmetric VR,asymmetric-vr,eng,156
1593,Gravity,gravity,eng,3297
2821,tactics,tactics,eng,361
1252,portal,portal,eng,525
5961,portals,portals,eng,223
5332,leaderboard,leaderboard,eng,471
4429,bat,bat,eng,230
1746,dialogue,dialogue,eng,1086
2876,square,square,eng,1395
49967,Colony Sim,colony-sim-2,eng,806
573,Unforgiving,unforgiving,eng,161
9672,mutants,mutants,eng,16
10821,monster-trucks,monster-trucks,eng,6
33505,factions,factions,eng,4
17792,gangs,gangs,eng,6
9039,powers,powers,eng,13
54912,sadistic,sadistic,eng,2
73226,gyrocopters,gyrocopters,eng,1
73227,madmen,madmen,eng,1
55900,Well-Written,well-written,eng,45
9583,multiple-choice,multiple-choice,eng,18
1129,art,art,eng,9880
1787,mobile,mobile,eng,4592
2022,wave,wave,eng,585
36949,tomorrow-corporation,tomorrow-corporation,eng,3
9986,summer,summer,eng,598
3076,rush,rush,eng,388
1716,rabbit,rabbit,eng,613
4909,village,village,eng,432
8846,hot-seat,hot-seat-2,eng,24
91610,playstation the best series,playstation-the-best-series,eng,3
91604,console generation exclusives: playstation,console-generation-exclusives-playstation,eng,3
91609,playstation greatest hits releases,playstation-greatest-hits-releases,eng,2
91611,crash bandicoot series,crash-bandicoot-series,eng,1
91612,gameplay feature: game completion percentage,gameplay-feature-game-completion-percentage,eng,1
91613,games that include a playable demo of another game,games-that-include-a-playable-demo-of-another-game,eng,1
1461,battle-royale,battle-royale,eng,214
6350,hilarious,hilarious,eng,23
49951,Automobile Sim,automobile-sim,eng,1128
202,Artificial Intelligence,artificial-intelligence,eng,1908
137,On-Rails Shooter,on-rails-shooter,eng,857
7424,isomentric,isomentric,eng,3
815,sega,sega,eng,138
294,Gambling,gambling,eng,643
4851,box,box,eng,2201
3720,numbers,numbers,eng,2397
7339,santa,santa,eng,976
4144,craft,craft,eng,36
993,Archery,archery,eng,952
3680,defense,defense,eng,2480
7082,fighter,fighter,eng,1484
6706,connect,connect,eng,478
1986,ice,ice,eng,2178
591,Unreal Engine,unreal-engine,eng,8003
1726,disney,disney,eng,43
94,Design & Illustration,design-illustration,eng,788
92,Game Development,game-development,eng,412
261,Software Training,software-training,eng,73
19085,chainsaw,chainsaw,eng,14
6524,cover,cover,eng,14
653,Dogs,dogs,eng,2232
315,Werewolves,werewolves,eng,255
2595,click,click,eng,11248
1796,dungeon,dungeon,eng,2533
740,demo,demo,eng,4407
1618,jungle,jungle,eng,1389
777,meme,meme,eng,1251
4270,transportation,transportation,eng,482
73349,puzzle-elements,puzzle-elements,eng,5
72908,dark-sci-fi,dark-sci-fi,eng,2
47525,1st-person-perspective,1st-person-perspective,eng,3
73361,dark sci-fi,dark-sci-fi-2,eng,1
1086,plants,plants,eng,1131
1015,survive,survive,eng,1264
5190,artsy,artsy,eng,26
2384,rock,rock,eng,1648
999,shark,shark,eng,557
303,Text-Based,text-based,eng,3625
7337,c,c,eng,3083
1069,ball,ball,eng,6295
5559,elements,elements,eng,1759
2201,grow,grow,eng,712
2259,artistic,artistic,eng,41
597,artgame,artgame,eng,5565
4948,figment,figment,eng,2
1542,7dfps,7dfps,eng,350
38477,platformers,platformers,eng,16
631,Low-poly,low-poly,eng,12082
1027,octopus,octopus,eng,103
1022,dad,dad,eng,33
1025,fumblecore,fumblecore,eng,6
1026,octodad,octodad,eng,3
24215,street-race,street-race,eng,2
239,6DOF,6dof,eng,942
741,16-bit,16-bit,eng,5501
652,8-Bit,8-bit,eng,10741
92377,Stratégie,strategie-2,eng,27
40851,Steam Turn Notifications,steam-turn-notifications,eng,133
51127,sci-fi-shooter,sci-fi-shooter,eng,7
2123,romantic,romantic,eng,25
249,Asynchronous Multiplayer,asynchronous-multiplayer,eng,468
11689,greek-mythology,greek-mythology,eng,36
1387,comic,comic,eng,141
1806,tiny,tiny,eng,200
1541,radio,radio,eng,63
3571,hook,hook,eng,106
3572,illustrative,illustrative,eng,6
3575,pants,pants,eng,10
3570,big,big,eng,43
3576,underpants,underpants,eng,2
3573,jump-and-change,jump-and-change,eng,1
14037,board-games,board-games,eng,63
1316,room-escape,room-escape,eng,33
282,Tutorial,tutorial,eng,2968
83730,Compat. total con control,compat-total-con-control,eng,8
322,Basketball,basketball,eng,1178
40933,Practical,practical,eng,13
1626,collection,collection,eng,3706
2528,brain,brain,eng,4213
22952,soviet-union,soviet-union,eng,10
1793,ussr,ussr,eng,25
26058,retrofuturism,retrofuturism,eng,6
106,Pinball,pinball,eng,992
1471,ai,ai,eng,2260
1598,mario,mario,eng,1201
6033,smash,smash,eng,1791
867,zelda,zelda,eng,453
1640,pokemon,pokemon,eng,528
1510,skateboarding,skateboarding,eng,158
4752,Skating,skating,eng,320
2197,submarine,submarine,eng,625
1206,flying,flying,eng,1380
87543,choices matter ,choices-matter-3,eng,1
6214,beta,beta,eng,1240
1642,melee,melee,eng,303
2609,vehicle,vehicle,eng,403
3815,sport,sport,eng,234
2792,fifa,fifa,eng,16
21186,real-world,real-world,eng,8
58128,Хентай,khentai,eng,3568
21364,side-view,side-view,eng,22
4810,worms,worms,eng,89
312,NSFW,nsfw,eng,5017
1081,adult,adult,eng,1700
1171,block,block,eng,3242
4787,disco,disco,eng,153
40854,Un joueur,un-joueur,eng,2
40874,Group Play,group-play,eng,2
267,Web Publishing,web-publishing,eng,55
313,Wrestling,wrestling,eng,287
4277,td,td,eng,68
43554,bloons,bloons,eng,15
62805,bloonstd,bloonstd,eng,2
72221,bloons-td,bloons-td,eng,3
76912,btd6,btd6,eng,3
80956,bloons-td-6,bloons-td-6,eng,1
668,creepy,creepy,eng,7583
46113,LAN PvP,lan-pvp,eng,885
7942,scratch,scratch,eng,2175
590,Non violent,non-violent,eng,2873
2361,microscopic,microscopic,eng,9
5318,free-2-play,free-2-play,eng,6
2114,psychological-horror,psychological-horror-2,eng,35
579,Addictive,addictive,eng,930
2480,spy,spy,eng,452
617,weird,weird,eng,5851
804,upgrades,upgrades,eng,1594
844,simulator,simulator,eng,7359
49968,Auto Battler,auto-battler,eng,1061
1943,boxing,boxing,eng,477
758,challenging,challenging,eng,1086
92081,combat flight,combat-flight,eng,17
933,flight-simulator,flight-simulator,eng,36
12451,flying-simulator,flying-simulator,eng,3
40899,Physics-based Platformer,physics-based-platformer,eng,1
92082,combat flight space,combat-flight-space,eng,6
40875,Kids/Family,kidsfamily,eng,9
40910,Succès Steam,succes-steam,eng,11
73243,Флот,flot,eng,237
90369,Compat. contrôleurs complète,compat-controleurs-complete,eng,8
78619,Ремейк,remeik,eng,90
49966,Combat Racing,combat-racing-2,eng,819
3942,rage,rage,eng,1293
49996,2D-файтер,2d-faiter,eng,58
343,Bikes,bikes,eng,184
2118,snow,snow,eng,1305
1788,metal,metal,eng,896
1455,brutal,brutal,eng,30
66536,Романтика,romantika,eng,4522
641,friendship,friendship,eng,350
40914,En spelare,en-spelare,eng,1
40913,Steam-samlarkort,steam-samlarkort,eng,1
40912,Steam-prestationer,steam-prestationer,eng,1
40915,Delvist stöd för kontroll,delvist-stod-for-kontroll,eng,1
8949,attack,attack,eng,2680
11068,technology,technology,eng,478
1444,punk,punk,eng,126
658,Cozy,cozy,eng,2524
311,Underground,underground,eng,860
5641,bundle,bundle,eng,515
3810,india,india,eng,26
1212,combos,combos,eng,1793
60874,Скейтбординг,skeitbording,eng,89
73364,time-traveling,time-traveling,eng,1
983,worm,worm,eng,181
1925,baby,baby,eng,1425
2373,text,text,eng,2079
42053,zach-like,zach-like,eng,21
4335,asteroid,asteroid,eng,252
1374,doom,doom,eng,824
38403,combo-coop,combo-coop,eng,1
2879,esports,esports,eng,893
6404,devil,devil,eng,175
65227,Nuvem Steam,nuvem-steam,eng,13
30358,atv,atv,eng,54
65226,Cartas Colecionáveis Steam,cartas-colecionaveis-steam,eng,4
4572,trucks,trucks,eng,16
4984,cargo,cargo,eng,18
65225,Compatibilidade total com controle,compatibilidade-total-com-controle,eng,2
1202,Neon,neon,eng,2054
20742,synergy,synergy,eng,5
13316,idler,idler,eng,2781
59332,Idle-игра,idle-igra,eng,2684
687,Feel Good,feel-good,eng,678
1030,Black and White,black-and-white,eng,2278
2739,hidden-object,hidden-object-2,eng,133
2445,people,people,eng,41
6443,hiding,hiding,eng,7
5259,typing-game,typing-game,eng,23
5258,core,core,eng,26
40922,Multijugador,multijugador,eng,10
40835,Cromos de Steam,cromos-de-steam,eng,4
40917,Multijugador multiplataforma,multijugador-multiplataforma,eng,3
40921,Pantalla partida/compartida,pantalla-partidacompartida,eng,2
40920,Incluye editor de niveles,incluye-editor-de-niveles,eng,2
40919,Estadísticas,estadisticas,eng,2
40918,Compat. total con controlador,compat-total-con-controlador,eng,1
1302,windows,windows,eng,3178
1075,Generator,generator,eng,1042
3330,mistery,mistery,eng,78
30181,horse-riding,horse-riding,eng,6
706,gamepad,gamepad,eng,2457
888,hardcore,hardcore,eng,938
1509,skate,skate,eng,82
93,Video Production,video-production,eng,138
26900,hoard,hoard,eng,9
1041,furry,furry,eng,1217
27409,nitro,nitro,eng,12
7041,karting,karting,eng,21
49961,3D Fighter,3d-fighter-2,eng,1354
56826,3D-файтинг,3d-faiting,eng,1308
1076,random,random,eng,2825
402,Training,training,eng,1823
731,NES,nes,eng,1337
12930,rhytm-based,rhytm-based,eng,3
87922,Compat. total com controle,compat-total-com-controle,eng,10
91715,Compartilhamento de biblioteca,compartilhamento-de-biblioteca,,1
1313,32-bit,32-bit,eng,135
1452,philosophical,philosophical,eng,1258
1097,ftl,ftl,eng,17
7134,foundation,foundation,eng,4
904,Gay,gay,eng,1069
1916,memories,memories,eng,125
893,queer,queer,eng,890
1918,read,read,eng,7
1919,san-francisco,san-francisco,eng,2
1917,only,only,eng,7
27533,arena-based,arena-based,eng,4
4319,ranked-matchmaking,ranked-matchmaking,eng,1
2533,skiing,skiing,eng,127
2477,electronics,electronics,eng,15
1176,sonic,sonic,eng,445
12150,sega-genesis,sega-genesis,eng,19
1441,earthbound,earthbound,eng,54
1736,bug,bug,eng,2316
66209,top-dow,top-dow,eng,2
344,Cycling,cycling,eng,132
1446,infinite,infinite,eng,793
10639,motocross,motocross,eng,114
2546,ships,ships,eng,1571
1378,bird,bird,eng,2014
592,Voice Acting,voice-acting,eng,844
2186,first-person-shooter,first-person-shooter,eng,72
607,Unity,unity,eng,70822
44086,Mental Health,mental-health-2,eng,803
4111,meditation,meditation,eng,260
55320,Creature Collector,creature-collector,eng,1585
92227,Custom Volume Controls,custom-volume-controls,eng,3374
92226,Save Anytime,save-anytime,eng,1862
71766,Co-op locale a schermo condiviso,co-op-locale-a-schermo-condiviso,eng,1
71767,Schermo condiviso,schermo-condiviso,eng,1
71764,Multigiocatore,multigiocatore,eng,1
71765,Partita cooperativa online,partita-cooperativa-online,eng,1
49952,Political Sim,political-sim,eng,484
3360,marvel,marvel,eng,42
9113,spider-man,spider-man,eng,49
666,cooking,cooking,eng,2005
8604,kid,kid,eng,1209
2629,mine,mine,eng,1233
1018,depression,depression,eng,376
941,Mountains,mountains,eng,1369
1605,horse,horse,eng,888
869,fear,fear,eng,694
1127,keyboard,keyboard,eng,2889
803,Top down shooter,top-down-shooter-2,eng,10815
584,Top Down Adventure,top-down-adventure,eng,2194
42203,gta-like,gta-like,eng,5
784,train,train,eng,3126
13145,ufc,ufc,eng,7
1654,monkey,monkey,eng,650
1583,cga,cga,eng,106
2286,tower,tower,eng,2500
1117,chaos,chaos,eng,754
2654,fruit,fruit,eng,1295
3170,jetpack,jetpack,eng,469
47909,first-person-horror,first-person-horror,eng,2
697,alchemy,alchemy,eng,224
