creator_id,name,slug,games_count
12093,Keisuke Miyauchi,keisuke-miyauchi,1
12102,Mika Iizuka,mika-iizuka,1
20314,Kota Osaki,kota-osaki,1
12097,Yutaka Watanbe,yutaka-watanbe,1
12098,Masashi Takahashi,masashi-takahashi,1
12099,Yura Kubota,yura-kubota,1
4121,Takumi Miyajima,takumi-miyajima,5
27271,Michael Paeck,michael-paeck,2
3430,Kieran Keegan,kieran-keegan,1
3434,Mikael Persson,mikael-persson,1
3431,Steve James Brown,steve-james-brown,1
3436,Matt Wilde,matt-wilde,1
3435,Stephen Brown,stephen-brown,1
3433,Terry Kenny,terry-kenny,1
3432,Abby Roebuck,abby-roebuck,1
7439,Bret Barrett,bret-barrett,4
4120,Hitoshi Ichimura,hitoshi-ichimura,3
3429,Lyndon Holland,lyndon-holland,1
3845,Christopher M. Park,christopher-m-park,4
8877,Hiroyuki Miura,hiroyuki-miura,8
3499,Clive Barker,clive-barker,3
6462,Yusuke Amano,yusuke-amano,4
4015,Eddie Deighton,eddie-deighton,1
4016,Jose Raluy,jose-raluy,1
4018,Jose Luis Vaello,jose-luis-vaello,1
4017,Juan Antonio Alcázar,juan-antonio-alcazar,1
18043,Jacob R. Buchert III,jacob-r-buchert-iii,12
6100,Akiyasu Yamamoto,akiyasu-yamamoto,5
4702,Matthew Obst,matthew-obst,1
4701,DJ Krush,dj-krush,1
2540,Matthias Kastner,matthias-kastner,1
2550,Ulrich Haar,ulrich-haar,1
2545,Alexander Roder,alexander-roder,1
2541,Uwe Hoepner,uwe-hoepner,1
2549,Tobias Severin,tobias-severin,1
6553,Shinji Kitamoto,shinji-kitamoto,5
2546,Thomas Fischer,thomas-fischer,1
2540,Matthias Kastner,matthias-kastner,1
2546,Thomas Fischer,thomas-fischer,1
2545,Alexander Roder,alexander-roder,1
2548,Lars Martensen,lars-martensen,1
6553,Shinji Kitamoto,shinji-kitamoto,5
3405,Nour Polloni,nour-polloni,2
3404,David Nadal,david-nadal,2
9185,Ian Currie,ian-currie,5
2782,Gabriel Ribeiro Teixeira,gabriel-ribeiro-teixeira,1
3169,Kole Hiks,kole-hiks,1
3171,Mikko Arvola,mikko-arvola,1
20203,Paul Edwards,paul-edwards,2
3170,Vitali Kirpu,vitali-kirpu,1
3172,Alexander Poysky,alexander-poysky,1
3887,Austin Jorgensen,austin-jorgensen,1
4441,Eric Hammond,eric-hammond,5
6452,Shun Moriya,shun-moriya,3
4564,Omar Khan,omar-khan,1
4562,Geoff Angus,geoff-angus,1
7163,Hiroyuki Kawano,hiroyuki-kawano,3
7144,Tony Goskie,tony-goskie,6
14271,Klaus Lyngeled,klaus-lyngeled,3
3456,Dan Aykroyd,dan-aykroyd,3
6080,Masahiro Yamamoto,masahiro-yamamoto,17
6394,Jeff Spangenberg,jeff-spangenberg,7
3155,Gavin Jurgens-Fyhrie,gavin-jurgens-fyhrie,1
3152,Adam Heine,adam-heine,1
6095,Didier Chanfray,didier-chanfray,8
20863,Olov Redmalm,olov-redmalm,2
6667,Benny Oschmann,benny-oschmann,2
6859,David Bland,david-bland,6
3942,Nitin Sawhney,nitin-sawhney,2
9578,Masamichi Abe,masamichi-abe,8
6064,Koki Matsumoto,koki-matsumoto,2
6065,Takaaki Okuda,takaaki-okuda,2
6062,Tsutomu Gouda,tsutomu-gouda,2
26574,Tatsuto Tsuchishita,tatsuto-tsuchishita,2
14826,Tommy Tallarico,tommy-tallarico-studios,3
7755,Bing Gordon,bing-gordon,5
4427,Jukki Hanada,jukki-hanada,1
3457,Michael Duane Fetterman,michael-duane-fetterman,2
8933,Phillip Jones,phillip-jones,3
3447,Craig Reichard Nathan Peugh,craig-reichard-nathan-peugh,2
8934,Chris Hill,chris-hill,3
3449,Andy Dombroski,andy-dombroski,2
3928,Emiko Yamamoto,emiko-yamamoto,8
9717,Masaki Suzuki,masaki-suzuki,10
3444,Takumi Naramura,takumi-naramura,3
4655,Takahide Murayama,takahide-murayama,2
3715,John McLaughlin,john-mclaughlin,2
6429,Nobutaka Nakajima,nobutaka-nakajima,6
8824,Arisa Hosaka,arisa-hosaka,5
7234,Andrew Barnabas,andrew-barnabas,9
3053,Hitoshi Okamoto,hitoshi-okamoto,2
17440,Alberto Jose Gonzalez,alberto-gonzalez,18
6432,Hideki Tanaami,hideki-tanaami,5
12349,Jeremy Airey,jeremy-airey,12
3966,Zach Aikman,zach-aikman,1
3971,Brian Van Buren,brian-van-buren,1
3967,Jake Kazdal,jake-kazdal,1
3968,Mark Macdonald,mark-macdonald,1
3969,Kristina Drzaik,kristina-drzaik,1
7269,Rick Goodman,rick-goodman,5
6431,Masaharu Okada,masaharu-okada,4
6427,Hideki Harada,hideki-harada,4
6433,Yoshikazu Komatsu,yoshikazu-komatsu,4
5964,Michael Paskar,michael-paskar,3
8850,Katsunori Ehara,katsunori-ehara,11
23259,Alex Hastings,alex-hastings,1
8492,Peter Kleiner,peter-kleiner,1
6102,Mitsuhiro Kaneda,mitsuhiro-kaneda,14
8039,Haruki Suetsugu,haruki-suetsugu,12
7164,Shinji Matsuura,shinji-matsuura,1
3098,Michael Woodroffe,michael-woodroffe,2
7166,Michikazu Tamamura,michikazu-tamamura,1
7167,Toshiyuki Nagahara,toshiyuki-nagahara,1
7162,Katsuya Kuramoto,katsuya-kuramoto,1
7943,William D. Skirvin,william-d-skirvin,4
3683,Rafael Langoni Smith,rafael-langoni-smith,3
12070,Shinsuke Kodama,shinsuke-kodama,4
5489,Jonathan van den Wijngaarden,jonathan-van-den-wijngaarden,5
7232,Paul Arnold,paul-arnold,8
4062,Justin Cyr,justin-cyr,2
4064,Stéphane Boutin,stephane-boutin,2
9771,Masayoshi Tanimura,masayoshi-tanimura,11
27561,Katsuhisa Higuchi,katsuhisa-higuchi,3
23635,Tomoaki Imanishi,tomoaki-imanishi,5
3089,Rob Steptoe,rob-steptoe,2
19254,Steven Chiang,steven-chiang,3
8030,Sean O'Sullivan,sean-osullivan,2
8029,Paul Court,paul-court,2
8840,Yasunari Nishida,yasunari-nishida,3
6921,Tsuyoshi Nagayama,tsuyoshi-nagayama,7
9462,Hayato Kaji,hayato-kaji,17
11451,Daisuke Kaneda,daisuke-kaneda,3
5522,David Curtin,david-curtin,4
3158,Stanislav Zagniy,stanislav-zagniy,1
3772,Teh Kean Guan,teh-kean-guan,1
3771,Ng Wing Yi,ng-wing-yi,1
3770,Jason Kok,jason-kok,1
3769,Wu Jiahui,wu-jiahui,1
3159,Vitaliy Sidorov,vitaliy-sidorov,1
21313,Chihiro Aoki,chihiro-aoki,2
4517,Daniel Sadowski,daniel-sadowski,4
20427,Toshiyuki Nagai,toshiyuki-nagai,4
7408,Hiroki Morishita,hiroki-morishita,7
3998,Stan LePard,stan-lepard,6
2929,Charley Price,charley-price,2
20812,Patrick Bach,patrick-bach,1
20811,Fredrik Agetoft,fredrik-agetoft,1
20813,Lucas Terreni,lucas-terreni,1
21180,Estradasphere,estradasphere,2
7810,Chris Soares,chris-soares,6
5258,Mike Mood,mike-mood,2
5257,theMeatly,themeatly,2
2941,Alex Austin,alex-austin,2
2942,Dave Strock,dave-strock,1
2939,Game Audio Magic,game-audio-magic,1
8138,Steve Arnold,steve-arnold,5
10190,Yū Miyake,yu-miyake,7
2939,Game Audio Magic,game-audio-magic,1
24109,Yasuaki Uehara,yasuaki-uehara,1
24110,Megumi Hatanaka,megumi-hatanaka,1
24111,Kazunori Nakamura,kazunori-nakamura,1
24112,Yoshinori Sakamoto,yoshinori-sakamoto,1
4622,Colin Johanson,colin-johanson,2
5372,Kinshi Ikegami,kinshi-ikegami,4
2845,Cliff Harris,cliff-harris,1
20202,Richard Ogden,richard-ogden,1
20206,Simon Bennett,simon-bennett,1
20205,Alan Myson,alan-myson,1
20204,Ital Tek,ital-tek,1
5644,Eric Sexton,eric-sexton,2
3776,Jacob Shea,jacob-shea,1
12889,Masaru Oka,masaru-oka,6
9650,Kalvin Lyle,kalvin-lyle,3
17371,Bob Heitman,bob-heitman,8
5096,Martin Brownlow,martin-brownlow,2
11482,Yutaka Yamamoto,yutaka-yamamoto,8
14144,Azusa Tajima,azusa-tajima,9
20018,Masahiro Kimoto,masahiro-kimoto,5
16977,Mike Archer,mike-archer,6
8994,Jasen Torres,jasen-torres,2
3972,Ed Orman,ed-orman,3
6096,Yaél Barroz,yael-barroz,4
5665,Jay Riddle,jay-riddle,4
7811,Christopher A. Busse,christopher-a-busse,4
8385,Christopher J. Foster,christopher-j-foster,3
7421,Hideaki Kuroda,hideaki-kuroda,2
5570,Hiroaki Yotoriyama,hiroaki-yotoriyama,7
27717,Howie Lee,howie-lee,1
4507,Jed Adams,jed-adams,3
8142,Tokuhiko Uwabo,tokuhiko-uwabo,15
3713,Marianna Vayntrub,marianna-vayntrub,4
4499,Josh Culler,josh-culler,2
3099,Graeme Davis,graeme-davis,1
3093,Troy Tempest,troy-tempest,1
3086,Greg Chandler,greg-chandler,1
3087,Gareth Clarke,gareth-clarke,1
3094,Christopher Gray,christopher-gray,1
7690,Toshihiko Horiyama,toshihiko-horiyama,17
5170,Kaz Makita,kaz-makita-wii,4
5479,Paul Hossack,paul-hossack-ps2,4
2555,Marc Möhring,marc-mohring,1
2553,Andreas Hackel,andreas-hackel,1
3285,Morten Lode,morten-lode,1
3286,Didrik Tollefsen,didrik-tollefsen,1
11682,Hiroyuki Yamada,hiroyuki-yamada,3
3284,Bjørn Arve Lagim,bjorn-arve-lagim,1
15611,Hiroshi Yamashita,hiroshi-yamashita,4
25427,Paul David Jones,paul-david-jones,4
7674,Kazuyuki Yamai,kazuyuki-yamai,11
19664,Dennis Gustafsson,dennis-gustafsson,3
14295,Akira Kinashi,akira-kinashi,5
3598,Luis Hernandez,luis-hernandez,1
3599,Jess Brouse,jess-brouse,1
3638,Eric Ouellette,eric-ouellette,3
5210,Jack Mathews,jack-mathews,2
1603,Scott Lee,scott-lee,1
4986,Mitsuharu Fukuyama,mitsuharu-fukuyama,6
6148,Bill Giese,bill-giese,1
6147,Ryan Cooper,ryan-cooper,1
6744,Raigan Burns,raigan-burns,4
6743,Mare Sheppard,mare-sheppard,4
9098,Yusuke Hirata,yusuke-hirata,6
5968,Ruslan Archos Nesteruk,ruslan-archos-nesteruk,1
27267,Emil Bengtsson,emil-bengtsson,1
5969,A.Voskanian,avoskanian,1
5967,Egidijus Bachur,egidijus-bachur,1
3237,Joe McDonagh,joe-mcdonagh,1
5310,Yoshiharu Gotanda,yoshiharu-gotanda,12
10641,Toshiaki Suzuki,toshiaki-suzuki,8
13828,Seth Robinson,seth-robinson,3
16317,Akila Redmer,akila-redmer,8
4635,Bill Willis,bill-willis,6
7808,Charles Tolman,charles-tolman,2
3923,Shigenori Kamiya,shigenori-kamiya,4
22229,Yuichi Yonemori,yuichi-yonemori,6
5875,Tim Follin,tim-follin,28
4372,Dan Andersson,dan-andersson,3
6453,Mikiharu Ooiwa,mikiharu-ooiwa,2
2828,Shaw-Han Liem,shaw-han-liem,2
2816,Jonathan Mak,jonathan-mak,2
2761,Alistair McNally,alistair-mcnally,3
3792,David Pittman,david-pittman,2
21763,Jesse Cox,jesse-cox,2
11205,Naoki Kodaka,naoki-kodaka,23
7349,Mike Singleton,mike-singleton,10
6646,Hisayoshi Yoshida,hisayoshi-yoshida,5
4523,Alistair Hirst,alistair-hirst,10
8344,Jonathan Ackley,jonathan-ackley,3
7191,Yuichiro Takeda,yuichiro-takeda,6
6163,Andrew Gower,andrew-gower,2
6164,Paul Gower,paul-gower,2
6993,Azusa Chiba,azusa-chiba,7
2997,Jeff Pomegranate,jeff-pomegranate,4
8321,Yukio Kaneoka,yukio-kaneoka,10
5581,Daishi Odashima,daishi-odashima,3
6649,Satoshi Yokokawa,satoshi-yokokawa,3
8826,Nobuo Matsumiya,nobuo-matsumiya,6
2930,Rico Sablan,rico-sablan,1
2931,David Marino,david-marino,1
4584,Ryota Niitsuma,ryota-niitsuma,3
2927,Matthew Altman,matthew-altman,1
9466,Masayoshi Kurokawa,masayoshi-kurokawa,10
6999,Takayasu Yanagihara,takayasu-yanagihara,3
3818,Gregg Barnett,gregg-barnett,10
3054,Hiroyuki Saegusa,hiroyuki-saegusa,8
5129,Shigeru Saito,shigeru-saito,4
27322,Federico Cardini,federico-cardini,2
22035,Greg Black,greg-black,2
4934,Masahiro Kashino,masahiro-kashino,1
3071,Victor Cueva Rodriguez,victor-cueva-rodriguez,1
4933,Koji Okugawa,koji-okugawa,1
3066,Jake Reardon,jake-reardon,1
4936,Yoshichika Kuriyama,yoshichika-kuriyama,1
4937,Shiho Tereda,shiho-tereda,1
3068,Luis Emilio Aceves Amaya,luis-emilio-aceves-amaya,1
3924,Mikarin Nishida,mikarin-nishida,4
4930,Yoichi Hayashi,yoichi-hayashi,1
4935,Atsushi Yokozeki,atsushi-yokozeki,1
3071,Victor Cueva Rodriguez,victor-cueva-rodriguez,1
3065,Laser Destroyer Team,laser-destroyer-team,1
4931,Kohei Hanaoka,kohei-hanaoka,1
3924,Mikarin Nishida,mikarin-nishida,4
4932,Yoshiaki Kitagawa,yoshiaki-kitagawa,1
4934,Masahiro Kashino,masahiro-kashino,1
4929,Takuya Katayama,takuya-katayama,1
3067,Donovan Liu,donovan-liu,1
3066,Jake Reardon,jake-reardon,1
4936,Yoshichika Kuriyama,yoshichika-kuriyama,1
4618,James Boer,james-boer,2
9818,Yasuhiro Sakai,yasuhiro-sakai,3
4642,Yasushi Yamaguchi,yasushi-yamaguchi,7
3588,Zach Wood,zach-wood,4
4084,Ben Gunstone,ben-gunstone,3
23208,"* David Fries
* Mical Pedriana",david-fries-mical-pedriana,2
5369,Nick Yu,nick-yu,1
5373,Koji Imaeda,koji-imaeda,1
4676,Yutaka Minobe,yutaka-minobe,21
5367,Tobuto Dezaki,tobuto-dezaki,1
5368,Yoichi Ono,yoichi-ono,1
10031,Steve Woita,steve-woita,5
3367,Andrew Zoboki,andrew-zoboki,2
4378,Christopher M. Hunt,christopher-m-hunt,1
4376,Phil Hong,phil-hong,1
9264,Hiroshi Aso,hiroshi-aso,13
4371,Fidde Persson,fidde-persson,1
10027,Craig Stitt,craig-stitt,4
9353,Dan Cermak,dan-cermak,8
7318,Mike Witt,mike-witt,3
2772,Jason Bender,jason-bender,1
28006,Shuichi Katagi,shuichi-katagi,2
5575,Yoshihiro Nakagawa,yoshihiro-nakagawa,6
3585,Becky Kneubuhl,becky-kneubuhl,1
9658,Satoru Okada,satoru-okada,15
26626,Takashi Shoji,takashi-shoji,7
4828,Chris Chudley,chris-chudley,4
4586,Hiroyuki Nara,hiroyuki-nara,2
2763,Sheryl Chee,sheryl-chee,1
2762,Owen Borstad,owen-borstad,1
6178,Toru Iwatani,toru-iwatani-2,8
4587,Go Usuma,go-usuma,2
3424,Vidhvat Madan,vidhvat-madan,1
3422,Calum Bowen,calum-bowen,1
10025,Brenda Ross,brenda-ross,3
15269,Kenichi Nishi,kenichi-nishi,10
2611,Alexander Zubov,alexander-zubov,1
25163,Mike Ash,mike-ash,3
3022,Mallika Sundaramurthy,mallika-sundaramurthy,1
3016,Jef Drawbaugh,jef-drawbaugh,1
3026,Randy O’Connor (level design),randy-oconnor-level-design,1
3013,Scott Barber,scott-barber,1
3019,Amanda Williams,amanda-williams,1
3015,Ethan Frederick Greene,ethan-frederick-greene,1
3018,Randy O'Connor,randy-oconnor,1
21604,Jean Canellas,jean-canellas,1
6444,Kei Yamamoto,kei-yamamoto,1
21605,Alex Kubodera,alex-kubodera,1
6443,Takamitsu Haze,takamitsu-haze,1
6442,Takahiro Kobayashi,takahiro-kobayashi,1
11811,Sean O'Connor,sean-oconnor,3
5558,Steve Henifin,steve-henifin,7
3996,Skyler McGlothlin,skyler-mcglothlin,2
27354,Natalia Martinsson,natalia-martinsson,1
10164,Paul Mitchell,paul-mitchell,5
7317,Casey Richardson,casey-richardson,2
5339,Tom Hays,tom-hays,7
3281,Christian Kramer,christian-kramer,1
5663,Gene Ransom,gene-ransom,1
8288,Makoto Kano,makoto-kano,8
5664,Doug Barber,doug-barber,1
5450,Kyle Freeman,kyle-freeman,7
5662,Craig Ostrander,craig-ostrander,1
5666,Mike Jacob,mike-jacob,1
5661,Andrew Fisher,andrew-fisher,1
5279,Tsunako,tsunako,8
28961,Jo Berry,jo-berry,1
28962,Trevor Gureckis,trevor-gureckis,1
28963,Mike Yazijian,mike-yazijian,1
6312,Allen Ditzig,allen-ditzig-mkda,2
28963,Mike Yazijian,mike-yazijian,1
27546,Paul Simon,paul-simon,7
6041,Brett Sperry,brett-sperry,8
5356,Ryan Payton,ryan-payton,3
2785,Seth Killian,seth-killian,2
13673,Jeff Petersen,jeff-petersen,3
7728,Kenichi Tsuchiya,kenichi-tsuchiya,16
9250,Eric Snyder,eric-snyder,4
6314,Lisa Tomczeszyn,lisa-tomczeszyn-legacy,1
11735,John Day,john-day,3
3033,François Mahieu,francois-mahieu,4
26571,Gota Masuoka,gota-masuoka,1
17405,Carlos Escobar,carlos-escobar,3
26569,Toru Yorogi,toru-yorogi,1
5920,Masato Maegawa,masato-maegawa,13
26572,Ayana Hira,ayana-hira,1
26568,Takaaki Ogata,takaaki-ogata,1
26570,Yusuke Nitta,yusuke-nitta,1
7000,Hirokazu Tohyama,hirokazu-tohyama,5
3883,Linda Currie,linda-currie,5
17960,Avril Harrison,avril-harrison,6
4387,Natalia Figueroa,natalia-figueroa,1
21707,Marina Kittaka,marina-kittaka,3
21706,Sean Han Tani,sean-han-tani,3
3043,Guillaume Brunier,guillaume-brunier,4
4639,Takahiro Anto,takahiro-anto,5
4221,Nathan Edson,nathan-edson,1
9086,Eikichi Kawasaki,eikichi-kawasaki,27
3957,Sean Han-Tani-Chen-Hogan,sean-han-tani-chen-hogan,3
5212,Takuya Shiraiwa,takuya-shiraiwa,3
4590,Andy Hoyos,andy-hoyos,5
14819,Ed Fries,ed-fries,5
9097,Fumi Nakashima,fumi-nakashima,2
12633,Tom Payne,tom-payne,2
11914,Anthony 'Tag' Taglione,anthony-tag-taglione,4
13392,Yoshitaka Hirota,yoshitaka-hirota,9
4249,William Eaken,william-eaken,3
3921,Dmitry Gulin,dmitry-gulin,3
4178,Szalasci Botond,szalasci-botond,1
4180,Nagy Zoltán,nagy-zoltan,1
4048,Piotr Bąk,piotr-bak,1
4179,Györei Viktor,gyorei-viktor,1
4050,Arkadiusz Filip,arkadiusz-filip,1
4153,Michael Glosecki,michael-glosecki,6
4049,Herr Warcrimer,herr-warcrimer,1
4177,Somfai Ákos,somfai-akos,1
4178,Szalasci Botond,szalasci-botond,1
6926,Norio Hirose,norio-hirose,2
4051,Jakub Stychno,jakub-stychno,1
4052,Jarosław Zieliński,jaroslaw-zielinski,1
10271,Burke Trieschmann,burke-trieschmann,10
4646,Masaharu Yoshii,masaharu-yoshii,2
6925,Paul Gardner,paul-gardner,2
5359,Brendan Murphy,brendan-murphy,2
14637,Callum Brighting,callum-brighting,2
5358,Zinc LeMone,zinc-lemone,2
5357,Darci Morales,darci-morales,2
5360,Alexei Tylevich,alexei-tylevich,2
6101,Manabu Namiki,manabu-namiki,26
6190,Michael Perry,michael-perry,5
3774,John Manley,john-manley,6
12659,Steve Woita (VB,steve-woita-vb,1
9001,Seth Mendelsohn,seth-mendelsohn,4
4778,Pauline Jacquey,pauline-jacquey,3
17165,Josh Atkins,josh-atkins,2
10158,Mike Jones,mike-jones,5
3161,Jeff Woods,jeff-woods,2
9160,Jerry Jones,jerry-jones,12
15437,Shigeru Fukutake,shigeru-fukutake,4
2837,Andreas Wangler,andreas-wangler,1
2838,Johannes Wadin,johannes-wadin,1
4012,Dave Gilbert,dave-gilbert,4
27273,Jurie Horneman,jurie-horneman,2
21164,Jordan Itkowitz,jordan-itkowitz,2
6477,Patrick Wyatt,patrick-wyatt,4
8960,Nasir Gebelli,nasir-gebelli,11
27323,Anthony Taglione,anthony-taglione,3
5189,Kimihiko Fujisaka,kimihiko-fujisaka,7
28136,Paul Jones,paul-jones,2
4553,Cardell Kerr,cardell-kerr,2
3165,Alan Blair,alan-blair,1
3163,Stephen Virgo,stephen-virgo,1
3162,Melvyn Quek,melvyn-quek,1
3164,James Whitston,james-whitston,1
27270,Robbie Ost,robbie-ost,1
27272,Stefan M. Halegger,stefan-m-halegger,1
27268,Gerhard E. Kodys,gerhard-e-kodys,1
27274,Andreas Meissl,andreas-meissl,1
27269,Wolfgang Tockner,wolfgang-tockner,1
27275,Bernhard Gruber,bernhard-gruber,1
3793,Yoshifumi Hashimoto,yoshifumi-hashimoto,24
10123,Brad Fuller,brad-fuller,12
4131,Diarmid Clarke,diarmid-clarke-pc,3
16240,Kozo Nakamura,kozo-nakamura,11
28140,Tom Matthews,tom-matthews,1
28133,Graham Goring,graham-goring,1
28139,Tim Welch,tim-welch,1
28134,Lee Barber,lee-barber,1
28137,Louise Andrew,louise-andrew,1
7732,Kouji Okada,kouji-okada,18
28135,Erin Roberts,erin-roberts,1
28138,Masakazu Miyazaki,masakazu-miyazaki,1
14576,Betty Smith,betty-smith,1
14579,Robert Blum,robert-blum,1
14575,Paul Jarrico,paul-jarrico,1
14574,Richard Schweizer,richard-schweizer,1
14573,Fred Zinnemann,fred-zinnemann,1
4142,Bartlomiej Paul,bartlomiej-paul,3
14572,Lazar Wechsler,lazar-wechsler,1
21856,Dan Hunter,dan-hunter,2
14577,David Wechsler,david-wechsler,1
14578,Montgomery Clift,montgomery-clift,1
9394,Robert King,robert-king,6
3988,Jason Chayes,jason-chayes,3
6438,Gordon Moyes,gordon-moyes,2
4181,Rafael Dyll,rafael-dyll,6
14004,Nobuyoshi Sano,nobuyoshi-sano,13
27409,Kazunori Sawada,kazunori-sawada,1
4370,Dean Foster,dean-foster,1
14004,Nobuyoshi Sano,nobuyoshi-sano,13
22422,Ljubomir Peklar,ljubomir-peklar,1
22421,Wikluh Sky,wikluh-sky,1
22420,Adis Kutkut,adis-kutkut,1
22424,Milan Cekic,milan-cekic,1
22423,Lazar Mesaroš,lazar-mesaros,1
8962,Hiroo Isono,hiroo-isono,4
5127,Tairi Kikuchi,tairi-kikuchi,3
9777,Akito Nakatsuka,akito-nakatsuka,14
22603,Hiroki Chiba,hiroki-chiba,5
12536,Takayuki Ando,takayuki-ando,3
5499,Ben Lukas Boysen,ben-lukas-boysen,1
5498,Sebastian Plano,sebastian-plano,1
11413,George MacDonald,george-macdonald,7
10710,Ryota Muranaka,ryota-muranaka,3
20911,Gregory John,gregory-john,3
4443,Ken Macklin,ken-macklin,7
4096,Antti Viljamaa,antti-viljamaa,2
4095,Kalle Hämäläinen,kalle-hamalainen,2
4100,Heikki Repo,heikki-repo,2
4099,Tim Wiren,tim-wiren,2
4102,Kalle Ylitalo,kalle-ylitalo,2
4097,Erik Hakala,erik-hakala,2
4098,Jukka Viljamaa,jukka-viljamaa,2
18266,Douglas E. Smith,douglas-e-smith,4
21851,Elyot Grant,elyot-grant,1
2820,Deadmau5,deadmau5,1
20998,Tsutomu Kaneshige,tsutomu-kaneshige,2
21853,David Rhee,david-rhee,1
21850,Mike Fong,mike-fong,1
21852,Will Ma,will-ma,1
21854,Shalev Ben David,shalev-ben-david,1
21855,and Alex Wice,and-alex-wice,1
21479,Shawn Pitman,shawn-pitman,1
21482,Cedrick Collomb,cedrick-collomb-2,1
5156,Isa Anne Stamos,isa-anne-stamos,1
5155,Cédrick Collomb,cedrick-collomb,1
5157,Matt Omernick,matt-omernick,1
21481,Cameron Suey,cameron-suey,1
28550,Shin Unozawa,shin-unozawa,6
4074,Max Cahill,max-cahill,2
4073,Michal Marcinkowski,michal-marcinkowski,1
20522,Tracy B. Smith,tracy-b-smith,6
4623,Daniel Dociu,daniel-dociu,3
4132,Jim Bishop (Xbox),jim-bishop-xbox,2
17608,Derek Leigh-Gilchrist (CD32),derek-leigh-gilchrist-cd32,4
15867,Yoichi Haraguchi,yoichi-haraguchi,3
4127,Jim Bishop,jim-bishop,2
22927,Jim Wilson,jim-wilson,6
8847,Masato Onishi,masato-onishi,5
8583,David Nathanielsz,david-nathanielsz,2
4539,Rob Landeros,rob-landeros,10
5496,Borislav Bogdanov,borislav-bogdanov,3
5493,Allen Stroud,allen-stroud,3
4472,Mike Dietz,mike-dietz,3
26237,Nikola Mosettig,nikola-mosettig,1
3891,Sarah Snow,sarah-snow,1
26238,Darko Martinović,darko-martinovic,1
8312,Keisuke Terasaki,keisuke-terasaki,21
3890,Eric Knudsen,eric-knudsen,1
3892,Louis Sallerson,louis-sallerson,1
26236,Dean Sekulić,dean-sekulic,1
6157,Tsutomu Narita,tsutomu-narita,9
9490,Manabu Takimoto,manabu-takimoto,1
9491,Cedric Biscay,cedric-biscay,1
2976,Craig Bates,craig-bates,1
9489,Kenji Miyawaki,kenji-miyawaki,1
15314,Matsuzo Itakura,matsuzo-itakura,3
3042,Laurent Genefort,laurent-genefort,1
3035,Denis Muffat Meridol,denis-muffat-meridol,1
3034,Bruno Gentile,bruno-gentile,1
5188,Sawako Natori,sawako-natori,7
22958,"Yann van der Cruyssen (""Morusque"")",yann-van-der-cruyssen-morusque,1
4496,Edmundo Sanchez,edmundo-sanchez,2
4492,Rob Garrett,rob-garrett,2
4495,Paul Kwon,paul-kwon,2
4494,Troy Adam,troy-adam,2
4497,Tom Cadwell,tom-cadwell,2
19648,Takushi Hiyamuta,takushi-hiyamuta,3
4236,Mikito Ichikawa,mikito-ichikawa,2
4366,Jalil Amr,jalil-amr,3
8373,Matt Powers,matt-powers,5
27395,Andriy Vinchkovskiy,andriy-vinchkovskiy,1
6476,Michael Morhaime,michael-morhaime,5
27394,Alexey Testov,alexey-testov,1
8040,Mitsuhiko Takano,mitsuhiko-takano,13
4782,Tomi Pierce,tomi-pierce,3
7952,Shinji Ushiroda,shinji-ushiroda,11
5130,Yuki Hashimoto,yuki-hashimoto,2
27964,Masayuki Hirano,masayuki-hirano,2
2789,Michel Gagné,michel-gagne,1
24130,Greg Batha,greg-batha,2
11653,Troy P. Worrell,troy-p-worrell,7
2788,Dimmu Borgir,dimmu-borgir,1
3206,Tim Austin,tim-austin,2
10267,Zak Krefting,zak-krefting,3
9513,Matt Wilson,matt-wilson,2
27152,Michael Armstrong,michael-armstrong,3
23869,Takahiro Abe,takahiro-abe,3
9517,Neil Postlethwaite,neil-postlethwaite,2
5143,Adam Beechen,adam-beechen,2
8276,Masakazu Eguchi,masakazu-eguchi,15
2814,Alexander Roeder,alexander-roeder,2
9576,Motoi Okamoto,motoi-okamoto,7
22607,Yukio Nakatani,yukio-nakatani,2
3819,Chris Bateman,chris-bateman,5
14164,Maiko Azaki,maiko-azaki,2
5230,Anoop Shekar,anoop-shekar,1
23191,Emil Daubon,emil-daubon,1
4042,Rich Ragsdale,rich-ragsdale,2
3640,Mark Barney,mark-barney,1
3639,Paul Harris,paul-harris,1
6532,Hamilton Chu,hamilton-chu,3
4171,Yumiko Miyabe,yumiko-miyabe,3
7143,Neil Nicastro,neil-nicastro,6
7630,Tadashi Satomi,tadashi-satomi,12
8907,Naoya Tomita,naoya-tomita,7
6768,Keisuke Kikuchi,keisuke-kikuchi,13
10711,Kazumasa Iwao,kazumasa-iwao,5
3055,Nobou Tomita,nobou-tomita,1
3052,Rio Okano,rio-okano,1
3051,Tomomi Teratani,tomomi-teratani,1
8888,Yoshito Hirano,yoshito-hirano,7
3055,Nobou Tomita,nobou-tomita,1
3050,Atsushi Yamaji,atsushi-yamaji,1
6274,Gozo Kitao,gozo-kitao,3
27965,Masahiro Kashiro,masahiro-kashiro,1
27963,Shohei Imamura,shohei-imamura,1
27962,Yuki Hosokawa,yuki-hosokawa,1
27961,Steve Aoki,steve-aoki,1
22587,Eddie Lee,eddie-lee,3
12897,Kazuyuki Kaihō,kazuyuki-kaiho,2
24913,Masao Shirosaki,masao-shirosaki,3
